id,kraj,leto,cena,agencija,opis,nadstropja,povrsina_zemljisca,povrsina_hise,ima_klet,drzava 
6394700,SLOVENSKA BISTRICA,1973,185000,Zoro d.o.o.,"173,6 m2, samostojna, zgrajena l. 1973, adaptirana l. 2016, 774 m2 zemljišča, P+1+M, na iskani TOP lokaciji, na koncu ul...",P+1+M,774,173,False,Slovenija
6404278,SLOVENSKA BISTRICA,1928,165000,Zoro d.o.o.,"220 m2, samostojna, zgrajena l. 1928, adaptirana l. 2019, 735 m2 zemljišča, P+1, s štirimi stanovanji, primerno kot inve...",P+1,735,220,False,Slovenija
6396772,SLOVENSKA BISTRICA,1972,219000,"Agenti nepremičninsko posredovanje, d.o.o.","247 m2, samostojna, zgrajena l. 1972, adaptirana l. 2000, 3.009 m2 zemljišča, P+1+M, prodamo. Cena: 219.000,00 EUR",P+1+M,3009,247,False,Slovenija
6325522,SLOVENSKA BISTRICA,2000,280000,Zasebna ponudba,"300 m2, samostojna, zgrajena l. 2000, 1.100 m2 zemljišča, K+P+1, prodamo. Cena: 280.000,00 EUR",K+P+1,1100,300,True,Slovenija
6057921,SLOVENSKA BISTRICA,1978,250000,Zoro d.o.o.,"320 m2, dvostanovanjska, zgrajena l. 1978, 600 m2 zemljišča, medetažna, opremljena, primerna za dve družini, na mirni in...",,600,320,,Slovenija
6350952,SLOVENSKA BISTRICA,1978,240000,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.","320 m2, dvostanovanjska, zgrajena l. 1978, adaptirana l. 2013, 600 m2 zemljišča, K+P+M, Atraktivna dvostanovanjska hiša ...",K+P+M,600,320,True,Slovenija
6113745,SLOVENSKA BISTRICA,1999,350000,Zasebna ponudba,"360 m2, samostojna, zgrajena l. 1999, 1.100 m2 zemljišča, stanovanjska hiša v idiličnem okolju - slovenska bistrica, s č...",,1100,360,,Slovenija
6435097,SLOVENSKA BISTRICA,1995,380000,"Agenti nepremičninsko posredovanje, d.o.o.","463 m2, samostojna, zgrajena l. 1995, adaptirana l. 2018, 2.259 m2 zemljišča, P+1, prodamo. Cena: 380.000,00 EUR",P+1,2259,463,False,Slovenija
6199235,"SLOVENSKA BISTRICA, OKOLICA",1989,70000,Zoro d.o.o.,"101,6 m2, samostojna, zgrajena l. 1989, 617 m2 zemljišča, P+1+M, na sončni legi, prodamo. Cena: 70.000,00 EUR",P+1+M,617,101,False,Slovenija
6424771,"SLOVENSKA BISTRICA, OKOLICA",1920,199000,Zoro d.o.o.,"250 m2, samostojna, zgrajena l. 1920, adaptirana l. 2021, 712 m2 zemljišča, prodamo. Cena: 199.000,00 EUR",,712,250,,Slovenija
6298947,"SLOVENSKA BISTRICA, OKOLICA",1997,199000,Zoro d.o.o.,"377 m2, samostojna, zgrajena l. 1997, 1.071 m2 zemljišča, s prostornimi balkoni in garažo, redno vzdrževana, na sončni l...",,1071,377,,Slovenija
6417064,"SLOVENSKA BISTRICA, TOP LOKACIJA V CENTRU MESTA",2020,228000,"Pušnik Valerija s.p., nepremičninsko posredovanje in svetovanje","160,5 m2, dvojček, novogradnja, začetek gradnje l. 2020, ZADNJA moderno zasnovana in kakovostno grajena stanovanjska hiš...",,,160,,Slovenija
6161037,"SLOVENSKA BISTRICA, ZGORNJA",1757,99900,Zoro d.o.o.,"102,4 m2, samostojna, zgrajena l. 1757, 2.386 m2 zemljišča, stavbni kompleks, z večjim zemljiščem, na sončni legi, ob po...",,2386,102,,Slovenija
6405205,SLOVENSKA VAS,1906,35000,TA-BU nepremičnine d.o.o.,"164 m2, samostojna, zgrajena l. 1906, adaptirana l. 2000, 2.105 m2 zemljišča, P+1+M, Odlična lokacija.. Ugodno, prodamo....",P+1+M,2105,164,False,Slovenija
6437881,SLOVENSKE KONJICE,1971,149000,"Nepremičninska družba, d.o.o., PE RE/MAX Premium","152 m2, samostojna, zgrajena l. 1971, 448 m2 zemljišča, K+P+M, Odlično vzdrževana hiša v Slovenskih Konjicah, prodamo. C...",K+P+M,448,152,True,Slovenija
6403698,SLOVENSKE KONJICE,1970,130000,GEOSTAN Katja Leskovar s.p.,"152,8 m2, dvojček, zgrajen l. 1970, 103 m2 zemljišča, K+P+M, prodamo. Cena: 130.000,00 EUR",K+P+M,103,152,True,Slovenija
6405675,SLOVENSKE KONJICE,1970,130000,Zasebna ponudba,"152,8 m2, dvojček, zgrajen l. 1970, 103 m2 zemljišča, K+P+M, Posredovanje: Prodaja Velikost: 152.8 m2 Vrsta: Hiša, Dvojč...",K+P+M,103,152,True,Slovenija
6368029,SLOVENSKE KONJICE,1670,130000,"Agenti nepremičninsko posredovanje, d.o.o.","190 m2, samostojna, zgrajena l. 1670, 1.138 m2 zemljišča, K+P+M, prodamo. Cena: 130.000,00 EUR",K+P+M,1138,190,True,Slovenija
5611721,SLOVENSKE KONJICE,1967,157000,Zoro d.o.o.,"235,5 m2, samostojna, zgrajena l. 1967, adaptirana l. 2002, 595 m2 zemljišča, stanovanjsko hišo z tremi izdelanimi stano...",,595,235,,Slovenija
6406739,SLOVENSKE KONJICE,1900,130000,"Nepremičninska družba, d.o.o., PE RE/MAX Premium","450 m2, hiša, zgrajena l. 1900, 1.000 m2 zemljišča, K+P+M, Večstanovanjska hiša center mesta, prodamo. Cena: 130.000,00 ...",K+P+M,1000,450,True,Slovenija
6192646,SLOVENSKE KONJICE,1890,850000,"DUTB, d.d.","851 m2, hiša, zgrajena l. 1890, adaptirana l. 2002, 2.798 m2 zemljišča, Kvalitetno prenovljena in vzdrževana poslovno-st...",,2798,851,,Slovenija
6426093,"SLOVENSKE KONJICE, LOČE",1965,129000,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o.","266 m2, samostojna, zgrajena l. 1965, 392 m2 zemljišča, V centru Loč vam v nakup lahko ponudimo prostorno stanovanjsko h...",,392,266,,Slovenija
6285103,"SLOVENSKE KONJICE, TATTENBACHOVA ULICA",2002,180000,Zoro d.o.o.,"227,3 m2, dvojček, zgrajen l. 2002, 2.032 m2 zemljišča, novejše izdelave, na sončni legi z razgledom, zimski vrt, terasa...",,2032,227,,Slovenija
6424551,SLOVENSKI JAVORNIK,1900,330000,Fesst nepremičnine d.o.o.,"207 m2, samostojna, zgrajena l. 1900, adaptirana l. 2015, 640 m2 zemljišča, prodamo. Cena: 330.000,00 EUR",,640,207,,Slovenija
6416101,SLOVENSKI JAVORNIK,1928,175000,Exedra nepremičnine - Dragan Dušanić s.p.,"224,4 m2, samostojna, zgrajena l. 1928, adaptirana l. 1997, 379 m2 zemljišča, K+P+1, prodamo. Cena: 175.000,00 EUR",K+P+1,379,224,True,Slovenija
6192445,SMLEDNIK,2003,550000,Agencija Elite d.o.o.,"396,6 m2, samostojna, zgrajena l. 2003, 1.534 m2 zemljišča, Hiši pripada zelo velika in lepa zazidljiva parcela posejana...",,1534,396,,Slovenija
6338139,"SMLEDNIK, HRAŠE",2003,550000,"Dominos d.o.o., PE Ljubljana","396,6 m2, samostojna, zgrajena l. 2003, 1.534 m2 zemljišča, K+P+1, prodamo. Cena: 550.000,00 EUR",K+P+1,1534,396,True,Slovenija
6436113,SMOLDNO,2021,128000,Blok 5 d.o.o.,"195 m2, samostojna, zgrajena l. 2021, 511 m2 zemljišča, stavba je še v fazi gradnje, do konca leta bo zgrajena do III. g...",,511,195,,Slovenija
6418408,SMOLNIK,1986,158000,"Galea, nepremičnine, posredovanje d.o.o.","303 m2, samostojna, zgrajena l. 1986, adaptirana l. 2004, 697 m2 zemljišča, K+P+M, prodamo. Cena: 158.000,00 EUR",K+P+M,697,303,True,Slovenija
6380007,SMRJENE,2002,450000,"Stoja trade, d.o.o., Ljubljana","404,5 m2, samostojna, zgrajena l. 2002, 1.142 m2 zemljišča, K+P+M, prodamo. Cena: 450.000,00 EUR",K+P+M,1142,404,True,Slovenija
6434900,"SMRJENE, ŠKOFLJICA",2014,495000,Zasebna ponudba,"150 m2, samostojna, zgrajena l. 2014, 350 m2 zemljišča, P+1, 150 m2, samostojna, zgrajena l. 2014,350 m2 zemljišča, lepo...",P+1,350,150,False,Slovenija
6436120,SOČA,2005,150000,Zasebna ponudba,"90 m2, samostojna, zgrajena l. 2005, 450 m2 zemljišča, Prodaja se samostojna hiša v naselju Soča v Narodnem Triglavskem ...",,450,90,,Slovenija
6298311,SODINCI,1984,250000,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio","473 m2, samostojna, zgrajena l. 1984, 5.881 m2 zemljišča, P+1+M, večja hiša - možnost dveh stanovanj z garažo in gospoda...",P+1+M,5881,473,False,Slovenija
6436258,SODJI VRH,1908,144000,ECOM VOLT MEDIA d.o.o.,"179 m2, samostojna, zgrajena l. 1908, adaptirana l. 2005, 3.755 m2 zemljišča, P+1, prečudovita, obnovljena, prijetno opr...",P+1,3755,179,False,Slovenija
6063014,SODNA VAS,1900,43000,ARTIK nepremičnine d.o.o.,"115 m2, samostojna, zgrajena l. 1900, 6.335 m2 zemljišča, Starejša hiša, z el. in vodovodnim priključkom, ki se nahaja v...",,6335,115,,Slovenija
6438183,SODRAŽICA,2008,320000,Zasebna ponudba,"303 m2, samostojna, zgrajena l. 2008, 1.000 m2 zemljišča, K+P+M, Prodam samostojno hišo z bazenom, prodamo. Cena: 320.00...",K+P+M,1000,303,True,Slovenija
6436301,SODRAŽICA,1961,130000,"PBO nepremičnine, Most inženiring d.o.o.","315 m2, samostojna, zgrajena l. 1961, 690 m2 zemljišča, K+P+M, prodamo. Cena: 130.000,00 EUR",K+P+M,690,315,True,Slovenija
6412081,"SODRAŽICA, NA PESEK",1970,109000,Larimar nepremičnine d.o.o.,"127 m2, dvojček, zgrajen l. 1970, adaptiran l. 2012, 319 m2 zemljišča, posredujemo pri prodaji stanovanjske hiše - dvojč...",,319,127,,Slovenija
6395857,SOJEK,1997,32000,Robert Ašenberger s.p.,"46,8 m2, samostojna, zgrajena l. 1997, 9.503 m2 zemljišča, K+P, V naselju Sojek (med Črešnjicami in Žičko kartuzijo) pro...",K+P,9503,46,True,Slovenija
6232978,SOLKAN,1965,115000,"MISTRAL NEPREMIČNINE, Valter Vodopivec s.p.","100 m2, vrstna, adaptirana l. 1965, 350 m2 zemljišča, prodamo. Cena: 115.000,00 EUR",,350,100,,Slovenija
6415995,SOLKAN,2021,470000,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. ","183 m2, vrstna, zgrajena l. 2021, P+1, Atrijske vrstne hiše, novogradnja, novo naselje v neposredni bližini Nove Gorice....",P+1,,183,False,Slovenija
6416323,SOLKAN,2021,470000,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. ","183 m2, atrijska, zgrajena l. 2021, 320 m2 zemljišča, solkan, ob reki soči, na meji z italijo, prodamo. Cena: 470.000,00...",,320,183,,Slovenija
6415878,"SOLKAN, SOŠKE VILE",2021,470000,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. ","183 m2, atrijska, novogradnja - zgr. l. 2021, 320 m2 zemljišča, Novo naselje v neposredni bližini reke Soče, na meji z R...",,320,183,,Slovenija
6438345,SOSTRO,1994,649000,Rojal invest d.o.o.,"258,7 m2, samostojna, zgrajena l. 1994, 898 m2 zemljišča, prodamo. Cena: 649.000,00 EUR",,898,258,,Slovenija
6435660,SOSTRO,1995,649000,1A Nepremičnine d.o.o.,"320 m2, samostojna, zgrajena l. 1995, adaptirana l. 2010, 458 m2 zemljišča, K+P+1, velika enodružinska hiša z urejenim v...",K+P+1,458,320,True,Slovenija
6262481,SOSTRO,2001,790000,"CIMER, MAKSIMILJAN REMIC s.p.","340 m2, atrijska, zgrajena l. 2001, 970 m2 zemljišča, P+1, Večja parcela, nadstandardna gradnja z urejenim dvoriščem z g...",P+1,970,340,False,Slovenija
6374680,SOSTRO,1979,690000,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. ","488,9 m2, samostojna, zgrajena l. 1979, adaptirana l. 2018, 1.521 m2 zemljišča, Posredujemo pri prodaji dobro ohranjene ...",,1521,488,,Slovenija
6393821,SOTINA,1964,99000,Prima vista d.o.o.,"199,5 m2, samostojna, zgrajena l. 1964, 2.021 m2 zemljišča, P+1, prodamo. Cena: 99.000,00 EUR",P+1,2021,199,False,Slovenija
6413321,SOVIČE,1994,189000,"SM nepremičnine, Aleksandra Bezjak s.p.","230 m2, samostojna, zgrajena l. 1994, 61.436 m2 zemljišča, prodamo. Cena: 189.000,00 EUR",,61436,230,,Slovenija
6371485,SOVJAK,1985,79900,Market center Omnis d.o.o.,"62,3 m2, samostojna, zgrajena l. 1985, 1.760 m2 zemljišča, K+P+M, prodamo. Cena: 79.900,00 EUR",K+P+M,1760,62,True,Slovenija
6436071,SP. KAŠELJ,2021,370000,"Central RE d.o.o., PE LJUBLJANA","197,59 m2, vrstna, zgrajena l. 2021, 24 m2 zemljišča, pritličje, prodamo. Cena: 370.000,00 EUR",P,24,197,False,Slovenija
6436701,SP. KAŠELJ,1997,1750000,Media nepremičnine d.o.o.,"400 m2, samostojna, zgrajena l. 1997, 4.759 m2 zemljišča, luksuzna hiša z velikim vrtom in bazenom, prodamo. Cena: 1.750...",,4759,400,,Slovenija
6367074,"SP. ŠIŠKA, SPODNJA",1964,2500,Zasebna ponudba,"327 m2, samostojna, zgrajena l. 1964, adaptirana l. 2010, 337 m2 zemljišča, K+P+1+2, Hišo, dozidano in nadzidano leta 20...",K+P+1+2,337,327,True,Slovenija
6394366,SPODNJA GORICA,1983,190000,Zasebna ponudba,"240 m2, samostojna, zgrajena l. 1983, 1.700 m2 zemljišča, P+1/P+1, Poslovno-stanovanjski objekt-kombiniran, zgradba 240 ...",P+1,1700,240,False,Slovenija
6379976,SPODNJA IDRIJA,1952,82000,Zasebna ponudba,"109 m2, samostojna, zgrajena l. 1952, adaptirana l. 2007, 120 m2 zemljišča, Stanovanjska Hiša 110 m2 - Spodnja Idrija - ...",,120,109,,Slovenija
6319366,SPODNJA KAPLA,1990,139000,"Idila nepremičnine, Damijan Kokol s.p.","142,5 m2, samostojna, zgrajena l. 1990, 1.370 m2 zemljišča, P+1+M, V kraju Spodnja Kapla prodamo stanovanjsko hišo P+1+M...",P+1+M,1370,142,False,Slovenija
6426121,SPODNJA REČICA,1976,82500,"Nepremičninska družba, d.o.o., PE RE/MAX Premium","64,8 m2, samostojna, zgrajena l. 1976, adaptirana l. 2005, 5.915 m2 zemljišča, Manjša prenovljena, obnovljena hiša v Laš...",,5915,64,,Slovenija
6212098,"SPODNJA REČICA, LAŠKO",1951,135000,Agencija Nera d.o.o.,"113 m2, vrstna, zgrajena l. 1951, adaptirana l. 1995, 236 m2 zemljišča, P+1, prodamo. Cena: 135.000,00 EUR",P+1,236,113,False,Slovenija
6435048,SPODNJA SELNICA,1998,260000,PAJNKIHAR nepremičnine in vrednotenje d.o.o.,"450 m2, dvostanovanjska, zgrajena l. 1998, adaptirana l. 2019, 1.498 m2 zemljišča, V slikoviti Dravski dolini, nedaleč o...",,1498,450,,Slovenija
6431672,SPODNJA SENARSKA,1992,249000,"Agenti nepremičninsko posredovanje, d.o.o.","150 m2, samostojna, zgrajena l. 1992, 5.923 m2 zemljišča, P+M, prodamo. Cena: 249.000,00 EUR",P+M,5923,150,False,Slovenija
6425958,SPODNJA SLIVNICA,1987,260000,KREATIVDOM d.o.o.,"137 m2, samostojna, zgrajena l. 1987, adaptirana l. 2015, 681 m2 zemljišča, medetaža, prodamo. Cena: 260.000,00 EUR",ME,681,137,False,Slovenija
6229752,SPODNJA SVEČA,1985,38000,"SM nepremičnine, Aleksandra Bezjak s.p.","29,6 m2, samostojna, zgrajena l. 1985, 4.453 m2 zemljišča, 1/1 nad., prodamo. Cena: 38.000,00 EUR",1,4453,29,False,Slovenija
6404275,SPODNJA VOLIČINA,1826,75000,Zasebna ponudba,"68 m2, samostojna, zgrajena l. 1826, 5.569 m2 zemljišča, Prodaja se starejša hiša zgrajena leta 1826, s pripadajočim zem...",,5569,68,,Slovenija
6371532,SPODNJA VOLIČINA,1926,16900,Market center Omnis d.o.o.,"84 m2, samostojna, zgrajena l. 1926, 2.597 m2 zemljišča, prodamo. Cena: 16.900,00 EUR",,2597,84,,Slovenija
6436417,SPODNJA VOLIČINA,2021,119000,Dodoma d.o.o.,"131 m2, dvostanovanjska, novogradnja - zgr. l. 2021, 500 m2 zemljišča, P+M, Dvojčki v gradnji v naselju Spodnja Voličina...",P+M,500,131,False,Slovenija
6436401,SPODNJA VOLIČINA,2021,119000,Dodoma d.o.o.,"131 m2, dvojček, novogradnja - zgr. l. 2021, 500 m2 zemljišča, P+M, Dvojčki v gradnji v naselju Spodnja Voličina. Veliko...",P+M,500,131,False,Slovenija
6418774,SPODNJA VOLIČINA,2021,119000,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.","151 m2, dvojček, zgrajen l. 2021, 450 m2 zemljišča, Moderni, Nova zgradba, Parkirišče, Zidana z opeko, Prvi lastnik, Zem...",,450,151,,Slovenija
6418773,SPODNJA VOLIČINA,2021,126000,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.","151 m2, dvojček, zgrajen l. 2021, Moderni, Nova zgradba, Parkirišče, Zidana z opeko, Prvi lastnik, Zemljiška knjiga, V b...",,,151,,Slovenija
6338500,SPODNJE BITNJE,1984,199000,Agent 3091 d.o.o.,"341,2 m2, samostojna, zgrajena l. 1984, 1.400 m2 zemljišča, prodamo. Cena: 199.000,00 EUR",,1400,341,,Slovenija
6336493,SPODNJE BITNJE,1984,390000,Agent 3091 d.o.o.,"771 m2, hiša, zgrajena l. 1984, 2.843 m2 zemljišča, prodamo. Cena: 390.000,00 EUR",,2843,771,,Slovenija
6423096,SPODNJE GAMELJNE,1995,1180000,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. ","537,7 m2, samostojna, zgrajena l. 1995, 9.090 m2 zemljišča, K+P+M, Odlična lokacija, dobre logistične povezave, kvalitet...",K+P+M,9090,537,True,Slovenija
6394544,SPODNJE GORJE,1997,299000,"Šardi&Co. nepremičnine, družba za posredovanje v prometu z nepremičninami, d.o.o.","294,4 m2, samostojna, zgrajena l. 1997, 724 m2 zemljišča, K+P+M, Prodamo samostojno stanovanjsko stavbo, del stavbe je r...",K+P+M,724,294,True,Slovenija
6286141,"SPODNJE GORJE, BLED",1905,199000,Trg Bled d.o.o.,"122 m2, samostojna, zgrajena l. 1905, adaptirana l. 1977, 1.058 m2 zemljišča, prodamo. Cena: 199.000,00 EUR",,1058,122,,Slovenija
6371406,SPODNJE HOČE,1999,130000,Market center Omnis d.o.o.,"230 m2, dvojček, zgrajen l. 1999, adaptiran l. 2019, 371 m2 zemljišča, K+P+M, prodamo. Cena: 130.000,00 EUR",K+P+M,371,230,True,Slovenija
6429523,SPODNJE PIRNIČE,1960,425000,KREATIVDOM d.o.o.,"398 m2, samostojna, zgrajena l. 1960, 770 m2 zemljišča, P+1+M, prodamo. Cena: 425.000,00 EUR",P+1+M,770,398,False,Slovenija
6385832,SPODNJE RADVANJE,1930,179900,Zasebna ponudba,"162 m2, samostojna, zgrajena l. 1930, adaptirana l. 2016, 865 m2 zemljišča, K+P+M, Parcela je ravna, pravokotne oblike O...",K+P+M,865,162,True,Slovenija
6393194,SPODNJE RADVANJE,2008,285000,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.","271 m2, samostojna, zgrajena l. 2008, 402 m2 zemljišča, Hiša z mansardo, Lokacija, Dostop za invalidski voziček, Garaža ...",,402,271,,Slovenija
6415180,SPODNJE RADVANJE,2016,1100000,Market center Omnis d.o.o.,"300 m2, samostojna, zgrajena l. 2016, 600 m2 zemljišča, prodamo. Cena: 1.100.000,00 EUR",,600,300,,Slovenija
6424672,SPODNJE RADVANJE,1975,298500,"INSA d.o.o., Europark Maribor","367,1 m2, dvostanovanjska, zgrajena l. 1975, adaptirana l. 2018, 428 m2 zemljišča, Urejena hiša, Maribor - Sp. Radvanje,...",,428,367,,Slovenija
6436026,SPODNJE SEČOVO,2010,290000,Mreža nepremičnin d.o.o.,"233 m2, samostojna, zgrajena l. 2010, 3.114 m2 zemljišča, K+P+1, prodamo. Cena: 290.000,00 EUR",K+P+1,3114,233,True,Slovenija
6420659,SPODNJE ŠKOFIJE,2021,360000,"MAREAL, poslovanje z nepremičninami, Klaj Branka s.p.","109,6 m2, samostojna, zgrajena l. 2021, 317 m2 zemljišča, P+1, prodamo. Cena: cca 360.000,00 EUR",P+1,317,109,False,Slovenija
6390525,SPODNJI BOČ,2011,49990,Zasebna ponudba,"300 m2, samostojna, zgrajena l. 2011, 11.000 m2 zemljišča, K+P+1, Hiša leži na zelo sončni legi in ima pogled na velik d...",K+P+1,11000,300,True,Slovenija
6438307,SPODNJI BRNIK,2009,359000,MESTO NEPREMIČNIN d.o.o.,"238,1 m2, samostojna, zgrajena l. 2009, 602 m2 zemljišča, P+1, strateška lokacija, mirna soseska, dober dostop, bližina ...",P+1,602,238,False,Slovenija
6426963,SPODNJI DUPLEK,1973,159000,"C-nep agencija, d.o.o.","194 m2, samostojna, zgrajena l. 1973, 5.415 m2 zemljišča, prodamo. Cena: 159.000,00 EUR",,5415,194,,Slovenija
6415893,SPODNJI DUPLEK,1979,299000,"Maryland, nepremičnine d.o.o.","215,8 m2, samostojna, zgrajena l. 1979, adaptirana l. 1999, 1.110 m2 zemljišča, K+P+M/1 nad., prodamo. Cena: 299.000,00 ...",K+P+M,1110,215,True,Slovenija
6438190,"SPODNJI DUPLEK, CENTER SPODNJEGA DUPLEKA",2005,320000,Zasebna ponudba,"350 m2, samostojna, zgrajena l. 2005, 846 m2 zemljišča, K+P+1, prodamo. Cena: 320.000,00 EUR",K+P+1,846,350,True,Slovenija
6303081,SPODNJI HOTIČ,1975,180000,NeSta d.o.o.,"150 m2, samostojna, zgrajena l. 1975, adaptirana l. 2011, 802 m2 zemljišča, P+1, Zaključeno posest z dvema stanovanjskim...",P+1,802,150,False,Slovenija
6420648,SPODNJI SLEMEN,1800,29900,"DOM-US, nepremičnine, d.o.o.","38 m2, samostojna, zgrajena l. 1800, 17.543 m2 zemljišča, prodamo. Cena: 29.900,00 EUR",,17543,38,,Slovenija
6436489,SPODNJI SLEMEN,1972,149000,"Agenti nepremičninsko posredovanje, d.o.o.","127,2 m2, samostojna, zgrajena l. 1972, adaptirana l. 2010, 514 m2 zemljišča, P+1+M/1 nad., prodamo. Cena: 149.000,00 EU...",P+1+M,514,127,False,Slovenija
6373117,SPUHLJA,1900,110000,"Nepremičninska družba d.o.o., pe RE/MAX Poetovio","160 m2, samostojna, zgrajena l. 1900, adaptirana l. 2008, 243 m2 zemljišča, K+P+M, Kvalitetno obnovljena hiša, prodamo. ...",K+P+M,243,160,True,Slovenija
6361469,SREDIŠČE OB DRAVI,1880,76000,"Nepremičninska družba d.o.o., pe RE/MAX Poetovio","103 m2, samostojna, zgrajena l. 1880, adaptirana l. 2005, 3.559 m2 zemljišča, prodamo. Cena: 76.000,00 EUR",,3559,103,,Slovenija
6409981,SREDIŠČE OB DRAVI,1960,95000,"C-nep agencija, d.o.o.","129 m2, vrstna, zgrajena l. 1960, adaptirana l. 2018, prodamo. Cena: 95.000,00 EUR",,,129,,Slovenija
6434429,SREDIŠČE OB DRAVI,1990,115000,Zasebna ponudba,"220 m2, samostojna, zgrajena l. 1990, adaptirana l. 2002, 3.013 m2 zemljišča, P+1, CK, veliko parkirišče, blizu pošte, š...",P+1,3013,220,False,Slovenija
6413681,SREDIŠČE OB DRAVI,1920,69500,Jeruzalem Ormož SAT d.o.o.,"392 m2, dvostanovanjska, zgrajena l. 1920, adaptirana l. 1995, 840 m2 zemljišča, K+P+1, prodamo. Cena: cca 69.500,00 EUR...",K+P+1,840,392,True,Slovenija
6348497,SREDNJA BELA,1989,829000,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. ","588 m2, samostojna, zgrajena l. 1989, 3.328 m2 zemljišča, P+1+2+M, V Preddvoru prodamo večjo samostojno hišo na idilični...",P+1+2+M,3328,588,False,Slovenija
6425476,SREDNJA BISTRICA,1995,85000,Zasebna ponudba,"95 m2, samostojna, zgrajena l. 1995, adaptirana l. 2019, 845 m2 zemljišča, Enostanovanjska hiša, primerna tudi kot viken...",,845,95,,Slovenija
6411129,SREDNJA BISTRICA,1935,47000,Tohom d.o.o.,"220 m2, samostojna, zgrajena l. 1935, adaptirana l. 2006, 3.500 m2 zemljišča, prodamo. Cena: 47.000,00 EUR",,3500,220,,Slovenija
6372948,SREDNJA VAS PRI POLHOVEM GRAD.,1953,245000,"Hestija BEST, Borut Ošlak s.p.","166 m2, samostojna, zgrajena l. 1953, adaptirana l. 2002, 723 m2 zemljišča, Na čudoviti in sončni lokaciji le 20 minut v...",,723,166,,Slovenija
6343215,"SREDNJE, BRESTERNICA",2005,250000,"BR nepremičnine,d.o.o.","249,6 m2, samostojna, zgrajena l. 2005, 2.120 m2 zemljišča, P+M, Hiša, Bresternica, Srednje, Maribor, okolica, Samostojn...",P+M,2120,249,False,Slovenija
6339328,SRGAŠI,1945,280000,"Ruj nepremičnine, Jernej Suša, s.p.","280,9 m2, samostojna, zgrajena l. 1945, adaptirana l. 2020, 305 m2 zemljišča, Na podeželju slovenske Istre, v naselju Sr...",,305,280,,Slovenija
6386595,"SRGAŠI, 7 KM DO KOPRA",2010,280000,Domodom d.o.o.,"280,9 m2, samostojna, adaptirana l. 2010, adaptirana l. 2019, 305 m2 zemljišča, P+1+M, prodamo. Cena: 280.000,00 EUR",P+1+M,305,280,False,Slovenija
6406596,SROMLJE,1900,89000,Zasebna ponudba,"80 m2, samostojna, zgrajena l. 1900, adaptirana l. 2019, 1.500 m2 zemljišča, K+P+M, Hiša iz lesa in kamna, prodamo. Cena...",K+P+M,1500,80,True,Slovenija
6425497,STANOVSKO,1997,47000,PETRA NEPREMIČNINE Petra Anzeljc s.p.,"100 m2, samostojna, zgrajena l. 1997, 1.303 m2 zemljišča, P+1, Bližina Slovenska Bistrica, Ptuj, Celje, Maribor. Z malo ...",P+1,1303,100,False,Slovenija
6287813,"STARA BUČKA, ŠKOCJAN",1970,26500,Nepis d.o.o.,"160 m2, samostojna, zgrajena l. 1970, 1.075 m2 zemljišča, vodovod, elektrika na parceli, prodamo. Cena: 26.500,00 EUR",,1075,160,,Slovenija
6311578,STARA GORA PRI VELIKEM GABRU,2017,207000,Zasebna ponudba,"150 m2, samostojna, zgrajena l. 2017, 2.900 m2 zemljišča, K+P+M, NA SAMEM Samostojna hiša 150 m2 + zidanica 60 m2 v popo...",K+P+M,2900,150,True,Slovenija
6392742,"STARA LJ., OB LJUBLJANICI",1949,1300000,"Agencija za posredovanje v prometu z nepremičninami, Aline Belinger s.p.","282 m2, dvostanovanjska, zgrajena l. 1949, adaptirana l. 2010, prodamo. Cena: 1.300.000,00 EUR",,,282,,Slovenija
6371083,STARA VAS,2006,790000,Nepremičnine Land d.o.o.,"442 m2, samostojna, zgrajena l. 2006, 3.302 m2 zemljišča, prodamo. Cena: 790.000,00 EUR",,3302,442,,Slovenija
6322001,STARA VAS NA BIZELJSKEM,1930,60000,Nepremičnine-Sanja Radivojević s.p.,"7.697 m2, samostojna, zgrajena l. 1930, K+P+M, prodamo. Cena: 60.000,00 EUR",K+P+M,,7,True,Slovenija
6435160,"STARI LOG, 19, 1332 STARA CERKEV",1958,135000,"Hestija BEST, Borut Ošlak s.p.","350 m2, samostojna, zgrajena l. 1958, 1.188 m2 zemljišča, Hiša s skupno kvadraturo 350 m2, ter 1188 m2 pripadajočega zem...",,1188,350,,Slovenija
6301536,STARI TRG,2018,290000,"Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec","193,4 m2, hiša, adaptirana l. 2018, 611 m2 zemljišča, K+P+1, Prodaja se hiša s 5 stanovanji, CENA ne vsebuje DDV-ja. V p...",K+P+1,611,193,True,Slovenija
