id,kraj,leto,cena,agencija,opis,nadstropja,povrsina_zemljisca,povrsina_hise,ima_klet,drzava 
6279338,"ILIRSKA BISTRICA, OKOLICA",1930,85000,"Ruj nepremičnine, Jernej Suša, s.p.","224 m2, samostojna, zgrajena l. 1930, adaptirana l. 1970, 1.482 m2 zemljišča, Enonadstropna stanovanjska stavba z visoki...",,1482,224,,Slovenija
5921135,"ILIRSKA BISTRICA, SVIŠČAKI, OKROGLINA",1920,40000,Modra linija holding d.o.o.,"290 m2, samostojna, zgrajena l. 1920, 1.288 m2 zemljišča, K+P+1+M, objekt ob cesti 3km. pred planinskim domom na Sviščak...",K+P+1+M,1288,290,True,Slovenija
6370842,"ILIRSKA BISTRICA, TRNOVO",1983,110000,Euro MB d.o.o.,"330 m2, samostojna, zgrajena l. 1983, 785 m2 zemljišča, P+1, Samostojna hiša z garažo, zgrajena 1983 leta. Prekrasen pog...",P+1,785,330,False,Slovenija
6357187,IMENSKA GORCA,1976,150000,Zasebna ponudba,"120 m2, samostojna, zgrajena l. 1976, adaptirana l. 2014, 4.830 m2 zemljišča, P+1, prodamo. Cena: 150.000,00 EUR",P+1,4830,120,False,Slovenija
6419893,"IMENSKA GORCA, PODČETRTEK",1976,150000,MEZANIN PRO nepremičnine d.o.o.,"120 m2, samostojna, zgrajena l. 1976, adaptirana l. 2014, 4.957 m2 zemljišča, K+P+M, brez provizije za kupca, prodamo. C...",K+P+M,4957,120,True,Slovenija
6243920,"IMOVICA, LUKOVICA PRI DOMŽALAH",2011,445000,Zasebna ponudba,"205 m2, samostojna, novogradnja - zgr. l. 2011, 333 m2 zemljišča, P+M, Optika, Kanalizacija,5 parkirnih mest, Balkon, Re...",P+M,333,205,False,Slovenija
6439160,IŠKA LOKA,2014,390000,MEZANIN PRO nepremičnine d.o.o.,"120 m2, samostojna, zgrajena l. 2014, adaptirana l. 2017, 3.613 m2 zemljišča, brez provizije za kupca, prodamo. Cena: 39...",,3613,120,,Slovenija
6434849,IŠKA LOKA,2014,390000,Zasebna ponudba,"280 m2, samostojna, zgrajena l. 2014, 3.728 m2 zemljišča, P+M, Prodam nizkoenergetsko montažno hišo zgrajeno leta 2014 i...",P+M,3728,280,False,Slovenija
6439285,IVANČNA GORICA,1978,280000,"Oridom, posredovanje in prodaja nepremičnin d.o.o.","176,8 m2, samostojna, zgrajena l. 1978, 889 m2 zemljišča, P+1+M, Odlična lokacija, prodamo. Cena: 280.000,00 EUR",P+1+M,889,176,False,Slovenija
6193873,"IVANJKOVCI, ORMOŽ",1800,29000,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio","86,3 m2, samostojna, zgrajena l. 1800, adaptirana l. 1992, 965 m2 zemljišča, ob regionalni cesti, delno stavbno, delno k...",,965,86,,Slovenija
6410539,"IVANJŠEVSKI VRH, SLOVENIJA",1900,127000,Zasebna ponudba,"130 m2, samostojna, zgrajena l. 1900, adaptirana l. 1998, 23.327 m2 zemljišča, K+P, prodaja, hiša, samostojna: ivanjševs...",K+P,23327,130,True,Slovenija
6439641,"IVENCA, 6, 3212 VOJNIK, SLOVENIJA",1900,83000,Zasebna ponudba,"80 m2, samostojna, zgrajena l. 1900, adaptirana l. 2006, 600 m2 zemljišča, K+P+1, Hiša je bila leta 2006 notranjo adapti...",K+P+1,600,80,True,Slovenija
6419754,IZOLA,1910,349000,"Nepremičnine Lunar, Vlado Grbac s.p., PE Izola","109 m2, vrstna, zgrajena l. 1910, 117 m2 zemljišča, P+1, enostanovanjska končna vrstna hiša, etažnost P+1, z dvoriščem (...",P+1,117,109,False,Slovenija
6435679,IZOLA,1834,305000,"INVESTMOND nepremičnine, Edmond Petrovič s.p.","115 m2, vrstna, zgrajena l. 1834, adaptirana l. 2017, izola - vmesna vrstna hiša, prodamo. Cena: 305.000,00 EUR",,,115,,Slovenija
6431559,IZOLA,1910,299000,"INVESTMOND nepremičnine, Edmond Petrovič s.p.","150 m2, vrstna, zgrajena l. 1910, adaptirana l. 1977, 90 m2 zemljišča, P+1, Vrstna hiša, prodamo. Cena: 299.000,00 EUR",P+1,90,150,False,Slovenija
6439547,IZOLA,1920,330000,"INVESTMOND nepremičnine, Edmond Petrovič s.p.","164,4 m2, samostojna, zgrajena l. 1920, 250 m2 zemljišča, P+1+M, izola - livade samostojna stanovanjska hiša s pogledom ...",P+1+M,250,164,False,Slovenija
6405780,IZOLA,1920,650000,"INVESTMOND nepremičnine, Edmond Petrovič s.p.","168 m2, samostojna, zgrajena l. 1920, adaptirana l. 2000, 146 m2 zemljišča, izola - lepa hiša v prvi liniji ob morju z v...",,146,168,,Slovenija
6398184,IZOLA,1890,650000,"QUDOS, center nepremičnin d.o.o.","170 m2, samostojna, zgrajena l. 1890, 146 m2 zemljišča, samostojna hiša v prvi vrsti ob morju, stanovanjsko-poslovni obj...",,146,170,,Slovenija
6417102,IZOLA,1959,370000,"INVESTMOND nepremičnine, Edmond Petrovič s.p.","200 m2, vrstna, zgrajena l. 1959, adaptirana l. 2000, 98 m2 zemljišča, P+1+M, lokacija 100 m od morja.ž, prodamo. Cena: ...",P+1+M,98,200,False,Slovenija
6374313,IZOLA,2003,610000,ABC nepremičnine d.o.o.,"207,3 m2, samostojna, zgrajena l. 2003, prodamo. Cena: 610.000,00 EUR",,,207,,Slovenija
6347311,IZOLA,1900,890000,Vila Portorož d.o.o.,"280 m2, vrstna, zgrajena l. 1900, adaptirana l. 2005, prodamo. Cena: 890.000,00 EUR",,,280,,Slovenija
6430885,IZOLA,2014,990000,Vila Portorož d.o.o.,"321,1 m2, dvojček, zgrajen l. 2014, 399 m2 zemljišča, K+P+1+M, prodamo. Cena: 990.000,00 EUR",K+P+1+M,399,321,True,Slovenija
5729395,IZOLA,1985,1200000,"INVESTMOND nepremičnine, Edmond Petrovič s.p.","426 m2, samostojna, zgrajena l. 1985, adaptirana l. 2005, 611 m2 zemljišča, izola - jagodje - vila 426 m2 neto stanovanj...",,611,426,,Slovenija
6422201,"IZOLA, CENTER",1959,370000,"Studium nepremičnine Goran Aščić, s.p.","150 m2, vrstna, zgrajena l. 1959, adaptirana l. 2000, P+1+M, Odlična lokacija, prodamo. Cena: 370.000,00 EUR",P+1+M,,150,False,Slovenija
6277332,"IZOLA, CENTER",1900,345000,"Agencia d.o.o., PE Obala","169,36 m2, dvostanovanjska, zgrajena l. 1900, adaptirana l. 2017, 94 m2 zemljišča, P+1+2+M, V Izoli, na odlični lokaciji...",P+1+2+M,94,169,False,Slovenija
6369649,"IZOLA, EKSKLUZIVNA, MODERNO ZASNOVANA, Z LEPIM VRTOM IN RAZG...",2020,495000,ABC nepremičnine d.o.o.,"180 m2, dvojček, zgrajen l. 2020, prodamo. Cena: 495.000,00 EUR",,,180,,Slovenija
6373387,"IZOLA, KAJUHOVA ULICA",2014,1300000,"Nepremičninska družba, d.o.o., PE RE/MAX Obala","625,8 m2, hiša, zgrajena l. 2014, 680 m2 zemljišča, K+P+1+M, Prodaja se novejša večstanovanjska vila blok v Izoli, s čud...",K+P+1+M,680,625,True,Slovenija
6274148,"IZOLA, MALIJA",1900,245000,Malis nepremičnine d.o.o.,"150 m2, dvojček, zgrajen l. 1900, 763 m2 zemljišča, Istrska hiša s pogledom na morje le 10 min iz Portoroža, prodamo. Ce...",,763,150,,Slovenija
6439964,"IZOLA, STROGI CENTER, POD CERKVIJO",1930,269000,MICASA 6 nepremičnine d.o.o.,"50 m2, samostojna, zgrajena l. 1930, adaptirana l. 2017, P+1+2+M, Na odlični lokaciji v strogem centru Izole, 200m od mo...",P+1+2+M,,50,False,Slovenija
6422927,"IZOLA, ŠARED",2003,610000,"Homan nepremičnine, Saša Homan s.p.","207 m2, samostojna, zgrajena l. 2003, 9.330 m2 zemljišča, K+P+1, V neposredni bližini Izole, zaselek Monte Kalvo, v idil...",K+P+1,9330,207,True,Slovenija
6397478,JABLANCE,2002,145000,"Gorenjska banka d.d., Kranj","570 m2, samostojna, zgrajena l. 2002, 4.605 m2 zemljišča, K+P+M, prodamo. Cena: 145.000,00 EUR",K+P+M,4605,570,True,Slovenija
6427072,JAGNJENICA,2000,249000,Zasebna ponudba,"600 m2, samostojna, zgrajena l. 2000, 920 m2 zemljišča, P+M, Poslovno stanovanjski objekt v pritličju po načrtu trgovina...",P+M,920,600,False,Slovenija
6421508,JAGODJE,1920,790000,"Nepremičninska družba, d.o.o., PE RE/MAX Obala","61 m2, samostojna, zgrajena l. 1920, 2.607 m2 zemljišča, P+M, samostojna hiša v izoli, prodamo. Cena: 790.000,00 EUR",P+M,2607,61,False,Slovenija
6421077,JAGODJE,1910,1500000,"Aeon nepremičnine, d.o.o., PE Izola","151,1 m2, samostojna, zgrajena l. 1910, adaptirana l. 1985, 6.436 m2 zemljišča, P+1, prodamo. Cena: 1.500.000,00 EUR",P+1,6436,151,False,Slovenija
6404940,JAGODJE,1900,1500000,Market center Omnis d.o.o.,"151,1 m2, samostojna, zgrajena l. 1900, adaptirana l. 1985, 6.436 m2 zemljišča, P+1, prodamo. Cena: 1.500.000,00 EUR",P+1,6436,151,False,Slovenija
6388683,JAGODJE,1963,520000,"Agencia d.o.o., PE Obala","192,7 m2, samostojna, zgrajena l. 1963, adaptirana l. 2000, 499 m2 zemljišča, P+1, prodamo. Cena: 520.000,00 EUR",P+1,499,192,False,Slovenija
6412810,JAGODJE,1810,640000,Market center Omnis d.o.o.,"210 m2, samostojna, zgrajena l. 1810, adaptirana l. 1993, 7.400 m2 zemljišča, P+M, prodamo. Cena: 640.000,00 EUR",P+M,7400,210,False,Slovenija
6286854,JAGODJE,1975,1690000,Tanal d.o.o.,"643 m2, samostojna, zgrajena l. 1975, 1.510 m2 zemljišča, P+1+2, V Izoli - Jagodje, prodamo večjo samostojno hišo, ki st...",P+1+2,1510,643,False,Slovenija
6366374,"JAGODJE, PROLETARSKIH BRIGAD",1974,980000,"Nepremičnine Izola, d.o.o.","350 m2, samostojna, zgrajena l. 1974, adaptirana l. 2015, 581 m2 zemljišča, P+1+2, V spodnjem delu Jagodja, popolnoma ad...",P+1+2,581,350,False,Slovenija
6338887,"JANHOVA, 2",1990,300000,Zasebna ponudba,"250 m2, samostojna, novogradnja - zgr. l. 1990, 28.000 m2 zemljišča, K+P+1, Lepa lega takoj vseljivo na mirni legi .Prim...",K+P+1,28000,250,True,Slovenija
6435558,"JANŠKI VRH, 4",1926,19100,Stanovanjski sklad RS,"99,4 m2, samostojna, zgrajena l. 1926, prodamo. Cena: 19.100,00 EUR",,,99,,Slovenija
6368065,"JARČJA DOLINA, ŽIRI",2007,296000,Afirmacija d.o.o.,"311,3 m2, samostojna, zgrajena l. 2007, 24.833 m2 zemljišča, K+P+1, sončna lokacija, kvalitetna gradnja, svetli prostori...",K+P+1,24833,311,True,Slovenija
6438479,JASTREBCI,1945,29500,"SM nepremičnine, Aleksandra Bezjak s.p.","52 m2, samostojna, zgrajena l. 1945, adaptirana l. 2004, 1.297 m2 zemljišča, prodamo. Cena: 29.500,00 EUR",,1297,52,,Slovenija
6438788,JAVNIK,1781,349000,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.","420 m2, samostojna, zgrajena l. 1781, adaptirana l. 2016, 2.420 m2 zemljišča, Čudovita v celoti obnovljena domačija, pro...",,2420,420,,Slovenija
6407055,JAVOROVICA,2018,550000,NNRN nepremičnine d.o.o. Novo mesto,"271 m2, samostojna, zgrajena l. 2018, 2.810 m2 zemljišča, prodamo. Cena: 550.000,00 EUR",,2810,271,,Slovenija
6424682,JELARJI,1934,240000,Vila Portorož d.o.o.,"148,7 m2, dvojček, zgrajen l. 1934, adaptiran l. 2005, 352 m2 zemljišča, P+1, Zanimiva ponudba v neposredni bližini Kopr...",P+1,352,148,False,Slovenija
6240645,JELARJI,1900,260000,"Orizont, Gordana Kovač, s.p.","200 m2, dvojček, zgrajen l. 1900, adaptiran l. 1990, 888 m2 zemljišča, prodamo. Cena: 260.000,00 EUR",,888,200,,Slovenija
6404892,"JELARJI, ELERJI",1934,240000,Market center Omnis d.o.o.,"148,7 m2, dvojček, zgrajen l. 1934, adaptiran l. 2005, prodamo. Cena: 240.000,00 EUR",,,148,,Slovenija
6428993,"JELARJI, ELERJI",1934,240000,"Apertura, poslovanje z nepremičninami, d.o.o.","148,7 m2, vrstna, zgrajena l. 1934, adaptirana l. 2010, 352 m2 zemljišča, P+M, V Elerjih prodamo vrstno hišo z dvema eno...",P+M,352,148,False,Slovenija
6416923,"JELARJI, ELERJI PRI ŠKOFIJAH, 10 KM DO KP",2005,240000,Domodom d.o.o.,"148,7 m2, dvojček, adaptiran l. 2005, 352 m2 zemljišča, P+1+M, prodamo. Cena: 240.000,00 EUR",P+1+M,352,148,False,Slovenija
6437880,JELŠANE,1880,75000,"NIONA, Nina Rangus s.p.","64 m2, vrstna, zgrajena l. 1880, adaptirana l. 1990, 36 m2 zemljišča, Zanimiva, manjša hiška velikosti 64 m2 (dejanska k...",,36,64,,Slovenija
6412964,JERESLAVEC,1971,183000,"Nepremičninska družba, d.o.o., PE RE/MAX Premium","142 m2, samostojna, zgrajena l. 1971, adaptirana l. 2001, 4.225 m2 zemljišča, Hiša, poslovni ter gospodarski objekti, pr...",,4225,142,,Slovenija
6263387,JERONIM,1880,700000,Agencija Elite d.o.o.,"151,3 m2, samostojna, zgrajena l. 1880, adaptirana l. 1991, 28.725 m2 zemljišča, hiša velikosti 151,30 m2 z gostiščem ve...",,28725,151,,Slovenija
6437129,JERONIM,2001,190000,Zasebna ponudba,"220 m2, samostojna, zgrajena l. 2001, 1.566 m2 zemljišča, K+P+M, Prodaja se idilična hiša na lepi deloma ravni parceli z...",K+P+M,1566,220,True,Slovenija
6342416,JERUZALEM,1999,129000,Prips nepremičnine d.o.o.,"109 m2, samostojna, zgrajena l. 1999, 911 m2 zemljišča, K+P+M, prodamo. Cena: 129.000,00 EUR",K+P+M,911,109,True,Slovenija
6428360,JESENICE,1994,179900,Nepremičnine Smuk – NSKG d.o.o.,"209,7 m2, samostojna, zgrajena l. 1994, Stanovanjska hišo z velikim zazidljivim zemljiščem v izmeri 2655 m2 in zemljišče...",,,209,,Slovenija
6406769,JESENICE,1966,256000,Gros inženiring d.o.o.,"222,7 m2, dvostanovanjska, zgrajena l. 1966, adaptirana l. 2006, 426 m2 zemljišča, K+P+1+M, posredujemo pri prodaji pros...",K+P+1+M,426,222,True,Slovenija
6346749,JESENICE,1953,270000,Nepremičnina posredovanje d.o.o.,"227,5 m2, samostojna, zgrajena l. 1953, adaptirana l. 2014, 932 m2 zemljišča, prodamo. Cena: 270.000,00 EUR",,932,227,,Slovenija
6235188,JESENICE,1930,199000,K3 Kern d.o.o.,"473,2 m2, dvostanovanjska, zgrajena l. 1930, adaptirana l. 2010, 618 m2 zemljišča, prodamo. Cena: 199.000,00 EUR",,618,473,,Slovenija
6336535,"JESENICE, CESTA 1. MAJA",1900,110000,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine","153 m2, samostojna, zgrajena l. 1900, adaptirana l. 2005, 669 m2 zemljišča, K+P+1+M, Prodamo del hiše na Cesti 1. maja n...",K+P+1+M,669,153,True,Slovenija
6173650,"JESENICE, MUROVA",1900,115000,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine","166 m2, dvostanovanjska, zgrajena l. 1900, adaptirana l. 2009, 150 m2 zemljišča, P+1, Prodamo del hiše na sončni lokacij...",P+1,150,166,False,Slovenija
6213204,"JESENICE, NOVA VAS PRI MOKRICAH",1974,83000,TA-BU nepremičnine d.o.o.,"240 m2, samostojna, zgrajena l. 1974, 2.895 m2 zemljišča, prodamo. Cena: 83.000,00 EUR",,2895,240,,Slovenija
6335683,"JESENICE, PODKOČNA",1960,150000,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine","200 m2, samostojna, zgrajena l. 1960, adaptirana l. 2000, 314 m2 zemljišča, Prodamo samostojno hišo v Podkočni na Jeseni...",,314,200,,Slovenija
6436563,"JESENICE, TOMŠIČEVA",1965,256000,Zasebna ponudba,"223 m2, vrstna, zgrajena l. 1965, adaptirana l. 2005, 654 m2 zemljišča, K+P+1+M, Na Tomšičevi ulici na Jesenicah prodamo...",K+P+1+M,654,223,True,Slovenija
6411122,"JESENICE, ULICA VIKTORJA KEJŽARJA",1880,95000,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine","120,5 m2, samostojna, zgrajena l. 1880, adaptirana l. 1995, 175 m2 zemljišča, Prodamo manjšo stanovanjsko hišo na Ulici ...",,175,120,,Slovenija
6043623,"JEŠOVEC PRI KOZJEM, PODEŽELJE",1988,280000,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o.","250 m2, dvostanovanjska, zgrajena l. 1988, adaptirana l. 2008, 2.314 m2 zemljišča, P+1+M, Stanovanjska hiša s tremi doda...",P+1+M,2314,250,False,Slovenija
6423450,"JEVNICA, KRESNIŠKE POLJANE",2009,124000,"Lucia tim d.o.o., PE Nepremičnine","115,9 m2, samostojna, zgrajena l. 2009, 635 m2 zemljišča, P+M, vseljivo po dogovoru, prodamo. Cena: 124.000,00 EUR",P+M,635,115,False,Slovenija
6419799,JEŽA,1970,320000,Aladin inženiring d.o.o.,"242,1 m2, samostojna, zgrajena l. 1970, 502 m2 zemljišča, K+P+1, uporabna površina 148,10 m2, odprta terasa-balkon 20,40...",K+P+1,502,242,True,Slovenija
6394108,JURJEVICA,1955,65000,"Bamba nepremičnine, Tanko Franc s.p.","159 m2, samostojna, zgrajena l. 1955, 1.338 m2 zemljišča, prodamo. Cena: 65.000,00 EUR",,1338,159,,Slovenija
6438436,JURKLOŠTER,1950,590000,Avenija nepremičnin d.o.o.,"162 m2, samostojna, zgrajena l. 1950, 919 m2 zemljišča, na idilični lokaciji, v Jurkloštru (občina Laško) posredujemo pr...",,919,162,,Slovenija
6416699,JURŠINCI,1806,90000,"Dividenda d.o.o., PE Ptuj","100 m2, samostojna, zgrajena l. 1806, adaptirana l. 2021, 3.636 m2 zemljišča, prodamo. Cena: 90.000,00 EUR",,3636,100,,Slovenija
6437578,"JURŠINCI, MALA HIŠA",1960,65000,"Dividenda d.o.o., PE Ptuj","72 m2, samostojna, zgrajena l. 1960, adaptirana l. 2000, 3.200 m2 zemljišča, prodamo. Cena: 65.000,00 EUR",,3200,72,,Slovenija
6429815,"JURŠINCI, PTUJ OKOLICA, BLIZU TERME MALA NEDELJA",1950,39600,"M nepremičnine, Milena Jančič s.p.","51,6 m2, samostojna, zgrajena l. 1950, 8.721 m2 zemljišča, vrh griča, čudovit pogled, mir, narava, prodamo. Cena: 39.600...",,8721,51,,Slovenija
6142118,KAL - KORITNICA,1922,45000,Renes d.o.o.,"205 m2, hiša, zgrajena l. 1922, 11.122 m2 zemljišča, Vezana stanovanjska hiša uporabne površine 205 m2 na parceli 104 m2...",,11122,205,,Slovenija
6439250,KAL - KORITNICA,2005,198000,EURO NINE d.o.o.,"277,5 m2, samostojna, zgrajena l. 2005, 226 m2 zemljišča, P+1+M, prodamo. Cena: 198.000,00 EUR",P+1+M,226,277,False,Slovenija
6263098,KAL NAD KANALOM,2000,63000,Renes d.o.o.,"89 m2, vrstna, adaptirana l. 2000, 210 m2 zemljišča, Vezana stanovanjska hiša velikosti 89 m2 na parceli 130 m2 pripadaj...",,210,89,,Slovenija
6343029,KAL NAD KANALOM,1988,57000,Vilmar nepremičnine d.o.o.,"127 m2, vrstna, adaptirana l. 1988, 205 m2 zemljišča, K+P+1, Na precudoviti mirni lokacji z lepim razgledom na dolino in...",K+P+1,205,127,True,Slovenija
6326615,KAL NAD KANALOM,2018,185000,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. ","154 m2, samostojna, zgrajena l. 2018, 761 m2 zemljišča, Hiša zgrajena leta 2018 na robu vasi Kal nad Kanalom. Mirna in s...",,761,154,,Slovenija
6349305,"KAL NAD KANALOM, 177",1976,89000,Agencija Sončna hiša d.o.o.,"305 m2, samostojna, adaptirana l. 1976, 23.000 m2 zemljišča, K+P+M/P+1+M, prodamo samostojno hišo v zaselku CVETREŽ, tak...",K+P+M,23000,305,True,Slovenija
6282088,"KAL NAD KANALOM, PODEŽELSKA, V DOLINI SOČE",1900,63000,ARTOURE Jana Dolenc s.p.,"89 m2, vrstna, zgrajena l. 1900, adaptirana l. 2006, 210 m2 zemljišča, P+1+M, obnovljena in vseljiva družinska hiša, v m...",P+1+M,210,89,False,Slovenija
6063577,"KAL NAD KANALOM, ZASELEK CVETREŽ",1978,62000,Vilmar nepremičnine d.o.o.,"278 m2, samostojna, zgrajena l. 1978, 371 m2 zemljišča, V samem centru vasi prodamo samostojno dvostanovanjsko hiso. His...",,371,278,,Slovenija
5970910,"KAL, PIVKA OKOLICA",1990,100000,"Ruj Nepremičnine, Jernej Suša, s.p.","130 m2, samostojna, zgrajena l. 1990, 300 m2 zemljišča, 1-nad., PRODAJAMO 1. NADSTROPJE dvostanovanjske hiše, z lastnim ...",1,300,130,False,Slovenija
6436454,KALCE,2016,350000,Zasebna ponudba,"142 m2, samostojna, zgrajena l. 2016, 450 m2 zemljišča, P+1, Samostojna, klasično grajena hiša, na odlični lokaciji, v b...",P+1,450,142,False,Slovenija
6427642,"KALCE - NAKLO, 44",1985,77000,Zasebna ponudba,"160 m2, samostojna, zgrajena l. 1985, 4.529 m2 zemljišča, K+P+M, Skupaj 4529 m2 zemljišča od tega 2051,02 m2 gradbenega ...",K+P+M,4529,160,True,Slovenija
6145113,KALIŠE,1938,90000,Aladin inženiring d.o.o.,"112,6 m2, samostojna, zgrajena l. 1938, adaptirana l. 1985, 378 m2 zemljišča, uporabna površina cca 55 m2, 1-družinska, ...",,378,112,,Slovenija
6391355,KAMBREŠKO,1975,120000,"Think Slovenia, TS1 d.o.o.","73 m2, samostojna, zgrajena l. 1975, adaptirana l. 2002, 128 m2 zemljišča, prodamo. Cena: 120.000,00 EUR",,128,73,,Slovenija
6349387,KAMNI VRH PRI AMBRUSU,2009,270000,Zasebna ponudba,"202 m2, samostojna, zgrajena l. 2009, 1.500 m2 zemljišča, K+P+M, Lesena stanovanjska hiša 202 m2 - iz borovih celih brun...",K+P+M,1500,202,True,Slovenija
6404905,KAMNICA,1979,189000,"C-nep agencija, d.o.o.","234 m2, samostojna, zgrajena l. 1979, adaptirana l. 2006, 1.685 m2 zemljišča, prodamo. Cena: 189.000,00 EUR",,1685,234,,Slovenija
6426744,KAMNIK,1890,270000,"STAN nepremičnine d.o.o., Ljubljana","120 m2, samostojna, zgrajena l. 1890, 198 m2 zemljišča, Mirna lokacija, prostorna hiša, bližina infrastrukture, prodamo....",,198,120,,Slovenija
6439740,KAMNIK,1970,280000,MEZANIN PRO nepremičnine d.o.o.,"150 m2, dvostanovanjska, zgrajena l. 1970, adaptirana l. 2013, 201 m2 zemljišča, P+1, brez provizije za kupca, prodamo. ...",P+1,201,150,False,Slovenija
6311478,KAMNIK,1979,460000,"STAN nepremičnine d.o.o., Ljubljana","280 m2, samostojna, zgrajena l. 1979, 1.985 m2 zemljišča, Odlična lokacija, urejena okolica, bližina infrastrukture, pro...",,1985,280,,Slovenija
6368864,KAMNIK,2000,369000,Nepremičnine Plus d.o.o.,"370 m2, samostojna, zgrajena l. 2000, 2.302 m2 zemljišča, tretja gradbena faza, z razgibanim tlorisom, (galerija, dve ve...",,2302,370,,Slovenija
6437494,KAMNIK,1985,395000,KREATIVDOM d.o.o.,"377,5 m2, samostojna, zgrajena l. 1985, 1.066 m2 zemljišča, K+P+1+M, prodamo. Cena: 395.000,00 EUR",K+P+1+M,1066,377,True,Slovenija
6337366,"KAMNIK, CENTER MEDVEDOVA",1921,159000,Zasebna ponudba,"217 m2, vrstna, zgrajena l. 1921, adaptirana l. 2014, P+1+M, polovica staromeščanske hiše, pritličje 66 m2, nadstropje 5...",P+1+M,,217,False,Slovenija
6391652,"KAMNIK, GODIČ",1956,215000,DFI nepremičnine d.o.o.,"120 m2, dvojček, zgrajen l. 1956, adaptiran l. 2020, 310 m2 zemljišča, P+M, enota dvojčka, sončna lega, vpisano v ZK, br...",P+M,310,120,False,Slovenija
6298659,"KAMNIK, GODIČ",2000,207000,DFI nepremičnine d.o.o.,"144 m2, samostojna, zgrajena l. 2000, 340 m2 zemljišča, P+M, sončna lega, vpisano v ZK, brez bremen, 3 km iz Kamnika, 3 ...",P+M,340,144,False,Slovenija
6346840,"KAMNIK, KAMNIŠKA BISTRICA",1956,649000,ZWELO online nepremičninske storitve d.o.o.,"336 m2, samostojna, zgrajena l. 1956, adaptirana l. 2009, 2.226 m2 zemljišča, K+P+1/2K nad., prodamo. Cena: 649.000,00 E...",K+P+1,2226,336,True,Slovenija
6426503,"KAMNIK, OKOLICA",1991,195000,Nepremičnina posredovanje d.o.o.,"110,8 m2, samostojna, zgrajena l. 1991, 2.480 m2 zemljišča, prodamo. Cena: 195.000,00 EUR",,2480,110,,Slovenija
6312892,"KAMNIK, OKOLICA",2016,399998,DFI nepremičnine d.o.o.,"123,2 m2, samostojna, zgrajena l. 2016, 1.055 m2 zemljišča, P+M, na hribčku, v naselju hiš, 5km iz Kamnika-smer Snovik, ...",P+M,1055,123,False,Slovenija
6438140,"KAMNIK, PARMOVA ULICA",1787,80000,"Salomon nepremičnine, Anže Nahtigal, s.p.","80 m2, vrstna, zgrajena l. 1787, 266 m2 zemljišča, predmet prodaje je starejša stavba potrebna popolne obnove (rekonstru...",,266,80,,Slovenija
6425912,"KAMNIK, SOTESKA",1952,470000,DFI nepremičnine d.o.o.,"236 m2, samostojna, zgrajena l. 1952, adaptirana l. 2019, 881 m2 zemljišča, K+P+1, zidana v stilu vile, velika parcela, ...",K+P+1,881,236,True,Slovenija
6425777,"KAMNIK, SREDNJA VAS PRI KAMNIKU",1923,260000,ZWELO online nepremičninske storitve d.o.o.,"607 m2, samostojna, zgrajena l. 1923, prodamo. Cena: 260.000,00 EUR",,,607,,Slovenija
6386351,"KAMNIK, STAHOVICA",1945,375000,Karo d.o.o.,"547 m2, samostojna, zgrajena l. 1945, 254 m2 zemljišča, K+P+1+M, stanovanjsko poslovna stavba, prodamo. Cena: 375.000,00...",K+P+1+M,254,547,True,Slovenija
6411867,"KAMNIK, SVETLI PROSTORI, MIRNA SOSESKA",1968,290000,"STAN nepremičnine d.o.o., Ljubljana","199 m2, samostojna, zgrajena l. 1968, 401 m2 zemljišča, Družinska soseska, mirna lokacija, bližina infrastrukture, proda...",,401,199,,Slovenija
6354720,KAMNIŠKA BISTRICA,1956,649000,MPTRG d.o.o.,"395,38 m2, hiša, zgrajena l. 1956, adaptirana l. 2009, 2.226 m2 zemljišča, K+P+1+2, prodamo. Cena: 649.000,00 EUR",K+P+1+2,2226,395,True,Slovenija
6118223,"KAMNJE, VAŠKO JEDRO",1750,39000,Gaberit nepremičnine Matija Ceket s.p.,"130 m2, vrstna, zgrajena l. 1750, adaptirana l. 1957, 341 m2 zemljišča, K+P+1+M, V vasi Kamnje pri Ajdovščini prodamo st...",K+P+1+M,341,130,True,Slovenija
6435092,KAMNO,1875,65000,ITD nepremičnine d.o.o.,"131 m2, samostojna, zgrajena l. 1875, adaptirana l. 1976, 138 m2 zemljišča, prodamo. Cena: 65.000,00 EUR",,138,131,,Slovenija
6433206,KAMPEL,1999,540000,Market center Omnis d.o.o.,"258,8 m2, samostojna, zgrajena l. 1999, 1.097 m2 zemljišča, prodamo. Cena: 540.000,00 EUR",,1097,258,,Slovenija
6389430,KAMPEL,2001,1800000,Zasebna ponudba,"540 m2, samostojna, zgrajena l. 2001, 1.300 m2 zemljišča, K+P+M, prodamo. Cena: 1.800.000,00 EUR",K+P+M,1300,540,True,Slovenija
